STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES11,Galicia,2020,,18970,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES12,Principado de Asturias,2020,,5990,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES13,Cantabria,2020,,3120,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES21,País Vasco,2020,,3990,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES22,Comunidad Foral de Navarra,2020,,3730,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES23,La Rioja,2020,,3700,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES24,Aragón,2020,,13340,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES30,Comunidad de Madrid,2020,,1990,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES41,Castilla y León,2020,,25640,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES42,Castilla-La Mancha,2020,,29850,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES43,Extremadura,2020,,18790,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES51,Cataluña,2020,,16170,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES52,Comunitat Valenciana,2020,,23440,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES53,Illes Balears,2020,,2710,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES61,Andalucía,2020,,84110,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES62,Región de Murcia,2020,,7970,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ES70,Canarias,2020,,3850,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,3258330,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,EU27_2007,European Union - 27 countries (2007-2013),2020,,3213460,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,EU27_2020,European Union - 27 countries (from 2020),2020,,3258330,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,EU28,European Union - 28 countries (2013-2020),2020,,3258330,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FI,Finland,2020,,20240,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FI19,Länsi-Suomi,2020,,7720,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FI1B,Helsinki-Uusimaa,2020,,1340,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FI1C,Etelä-Suomi,2020,,4880,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FI1D,Pohjois- ja Itä-Suomi,2020,,6150,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FI20,Åland,2020,,150,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FR,France,2020,,182140,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FR10,Ile de France,2020,,1960,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRB0,Centre — Val de Loire,2020,,9030,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRC1,Bourgogne,2020,,7800,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRC2,Franche-Comté,2020,,3420,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRD1,Basse-Normandie,2020,,6980,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRD2,Haute-Normandie,2020,,3640,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRE1,Nord-Pas de Calais,2020,,5520,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRE2,Picardie,2020,,5480,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRF1,Alsace,2020,,3810,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRF2,Champagne-Ardenne,2020,,10360,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRF3,Lorraine,2020,,4420,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRG0,Pays de la Loire,2020,,12820,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRH0,Bretagne,2020,,12940,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRI1,Aquitaine,2020,,13950,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRI2,Limousin,2020,,4690,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRI3,Poitou-Charentes,2020,,8610,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRJ1,Languedoc-Roussillon,2020,,10130,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRJ2,Midi-Pyrénées,2020,,16030,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRK1,Auvergne,2020,,8370,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRK2,Rhône-Alpes,2020,,13300,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRL0,Provence-Alpes-Côte d’Azur,2020,,7210,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRM0,Corse,2020,,1230,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRY1,Guadeloupe,2020,,2490,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRY2,Martinique,2020,,950,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRY3,Guyane,2020,,2820,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRY4,La Réunion,2020,,2790,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,FRY5,Mayotte,2020,,1410,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HR,Croatia,2020,,44870,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HR02,Panonska Hrvatska,2020,,20310,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HR03,Jadranska Hrvatska,2020,,10960,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HR05,Grad Zagreb,2020,,530,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HR06,Sjeverna Hrvatska,2020,,13070,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HU,Hungary,2020,,81900,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HU11,Budapest,2020,,750,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HU12,Pest,2020,,5570,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HU21,Közép-Dunántúl,2020,,7280,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HU22,Nyugat-Dunántúl,2020,,7560,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HU23,Dél-Dunántúl,2020,,9640,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HU31,Észak-Magyarország,2020,,9020,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HU32,Észak-Alföld,2020,,21340,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,HU33,Dél-Alföld,2020,,20740,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,IE,Ireland,2020,,48690,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,IE04,Northern and Western,2020,,19760,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,IE05,Southern,2020,,20280,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,IE06,Eastern and Midland,2020,,8650,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,IS,Iceland,2020,,700,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,IS00,Ísland,2020,,700,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,IT,Italy,2020,,307920,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITC1,Piemonte,2020,,17330,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITC2,Valle d’Aosta/Vallée d’Aoste,2020,,880,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITC3,Liguria,2020,,4050,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITC4,Lombardia,2020,,15310,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITF1,Abruzzo,2020,,11030,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITF2,Molise,2020,,5240,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITF3,Campania,2020,,22730,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITF4,Puglia,2020,,47680,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITF5,Basilicata,2020,,9530,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITF6,Calabria,2020,,23730,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITG1,Sicilia,2020,,39200,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITG2,Sardegna,2020,,16240,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITH1,Provincia Autonoma di Bolzano/Bozen,2020,,8240,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITH2,Provincia Autonoma di Trento,2020,,4490,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITH3,Veneto,2020,,19940,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITH4,Friuli-Venezia Giulia,2020,,4030,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITH5,Emilia-Romagna,2020,,13740,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITI1,Toscana,2020,,13450,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITI2,Umbria,2020,,6270,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITI3,Marche,2020,,7600,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,ITI4,Lazio,2020,,17210,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,LT,Lithuania,2020,,43830,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,LT01,Sostinės regionas,2020,,5450,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,LT02,Vidurio ir vakarų Lietuvos regionas,2020,,38380,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,LU,Luxembourg,2020,,770,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,LU00,Luxembourg,2020,,770,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,LV,Latvia,2020,,23960,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,LV00,Latvija,2020,,23960,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,MT,Malta,2020,,2320,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,MT00,Malta,2020,,2320,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL,Netherlands,2020,,21420,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL11,Groningen,2020,,1030,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL12,Friesland (NL),2020,,1810,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL13,Drenthe,2020,,1190,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL21,Overijssel,2020,,2650,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL22,Gelderland,2020,,3470,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL23,Flevoland,2020,,730,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL31,Utrecht (NUTS 2021),2020,,810,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL32,Noord-Holland,2020,,1430,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL33,Zuid-Holland (NUTS 2021),2020,,1940,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL34,Zeeland,2020,,1120,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL41,Noord-Brabant,2020,,3800,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NL42,Limburg (NL),2020,,1450,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NO,Norway,2020,,17940,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NO02,Innlandet,2020,,3230,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NO06,Trøndelag,2020,,2780,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NO07,Nord-Norge,2020,,1340,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NO08,Oslo og Viken,2020,,2870,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NO09,Agder og Sør-Østlandet,2020,,2060,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,NO0A,Vestlandet,2020,,5670,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,PL,Poland,2020,,644670,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,PL21,Małopolskie,2020,,59120,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,PL22,Śląskie,2020,,20840,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,PL41,Wielkopolskie,2020,,59860,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,PL42,Zachodniopomorskie,2020,,13170,,,,,
dataflow,ESTAT:EF_M_AGE_SH(1.0),Share of holdings by age of farm managers and NUTS 2 region,A,Annual,Y35-54,From 35 to 54 years,HLD,Holding,PL43,Lubuskie,2020,,8850,,,,,
