DATAFLOW,LAST UPDATE,freq,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,BG42:Yuzhen tsentralen,2020,14110,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CH:Switzerland,2020,9970,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CH01:Région lémanique,2020,1260,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CH02:Espace Mittelland,2020,3340,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CH03:Nordwestschweiz,2020,750,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CH04:Zürich,2020,620,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CH05:Ostschweiz,2020,2040,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CH06:Zentralschweiz,2020,1730,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CH07:Ticino,2020,220,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CY:Cyprus,2020,7170,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CY00:Kýpros,2020,7170,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CZ:Czechia,2020,13330,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CZ01:Praha,2020,60,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CZ02:Střední Čechy,2020,1740,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CZ03:Jihozápad,2020,2480,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CZ04:Severozápad,2020,940,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CZ05:Severovýchod,2020,2150,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CZ06:Jihovýchod,2020,3560,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CZ07:Střední Morava,2020,1480,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,CZ08:Moravskoslezsko,2020,920,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE:Germany,2020,119970,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE11:Stuttgart,2020,5680,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE12:Karlsruhe,2020,1780,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE13:Freiburg,2020,5160,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE14:Tübingen,2020,4640,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE21:Oberbayern,2020,11020,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE22:Niederbayern,2020,6920,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE23:Oberpfalz,2020,5220,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE24:Oberfranken,2020,3590,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE25:Mittelfranken,2020,4010,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE26:Unterfranken,2020,3510,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE27:Schwaben,2020,6720,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE30:Berlin,2020,20,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE40:Brandenburg,2020,2300,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE50:Bremen,2020,60,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE60:Hamburg,2020,260,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE71:Darmstadt,2020,2030,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE72:Gießen,2020,1690,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE73:Kassel,2020,2940,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE80:Mecklenburg-Vorpommern,2020,2100,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE91:Braunschweig,2020,1780,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE92:Hannover,2020,2630,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE93:Lüneburg,2020,4290,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DE94:Weser-Ems,2020,7230,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEA1:Düsseldorf,2020,2120,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEA2:Köln,2020,2190,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEA3:Münster,2020,5250,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEA4:Detmold,2020,3320,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEA5:Arnsberg,2020,2700,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEB1:Koblenz,2020,2170,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEB2:Trier,2020,1660,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEB3:Rheinhessen-Pfalz,2020,2640,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEC0:Saarland,2020,410,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DED2:Dresden,2020,1160,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DED4:Chemnitz,2020,1260,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DED5:Leipzig,2020,540,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEE0:Sachsen-Anhalt,2020,1870,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEF0:Schleswig-Holstein,2020,5410,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DEG0:Thüringen,2020,1700,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DK:Denmark,2020,11780,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DK01:Hovedstaden,2020,680,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DK02:Sjælland,2020,1780,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DK03:Syddanmark,2020,3540,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DK04:Midtjylland,2020,3590,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,DK05:Nordjylland,2020,2210,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EE:Estonia,2020,4640,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EE00:Eesti,2020,4640,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL:Greece,2020,168360,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL30:Attiki,2020,3530,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL41:Voreio Aigaio,2020,7590,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL42:Notio Aigaio,2020,4530,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL43:Kriti,2020,23230,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,"EL51:Anatoliki Makedonia, Thraki",2020,14010,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL52:Kentriki Makedonia,2020,27820,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL53:Dytiki Makedonia,2020,6100,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL54:Ipeiros,2020,5700,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL61:Thessalia,2020,15600,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL62:Ionia Nisia,2020,4600,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL63:Dytiki Elláda,2020,21000,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL64:Sterea Elláda,2020,14480,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EL65:Peloponnisos,2020,20160,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ELZZ:Extra-Regio NUTS 2,2020,10,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES:Spain,2020,267360,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES11:Galicia,2020,18970,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES12:Principado de Asturias,2020,5990,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES13:Cantabria,2020,3120,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES21:País Vasco,2020,3990,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES22:Comunidad Foral de Navarra,2020,3730,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES23:La Rioja,2020,3700,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES24:Aragón,2020,13340,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES30:Comunidad de Madrid,2020,1990,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES41:Castilla y León,2020,25640,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES42:Castilla-La Mancha,2020,29850,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES43:Extremadura,2020,18790,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES51:Cataluña,2020,16170,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES52:Comunitat Valenciana,2020,23440,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES53:Illes Balears,2020,2710,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES61:Andalucía,2020,84110,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES62:Región de Murcia,2020,7970,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ES70:Canarias,2020,3850,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,3258330,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EU27_2007:European Union - 27 countries (2007-2013),2020,3213460,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EU27_2020:European Union - 27 countries (from 2020),2020,3258330,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,EU28:European Union - 28 countries (2013-2020),2020,3258330,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FI:Finland,2020,20240,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FI19:Länsi-Suomi,2020,7720,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FI1B:Helsinki-Uusimaa,2020,1340,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FI1C:Etelä-Suomi,2020,4880,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FI1D:Pohjois- ja Itä-Suomi,2020,6150,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FI20:Åland,2020,150,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FR:France,2020,182140,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FR10:Ile de France,2020,1960,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRB0:Centre — Val de Loire,2020,9030,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRC1:Bourgogne,2020,7800,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRC2:Franche-Comté,2020,3420,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRD1:Basse-Normandie,2020,6980,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRD2:Haute-Normandie,2020,3640,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRE1:Nord-Pas de Calais,2020,5520,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRE2:Picardie,2020,5480,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRF1:Alsace,2020,3810,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRF2:Champagne-Ardenne,2020,10360,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRF3:Lorraine,2020,4420,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRG0:Pays de la Loire,2020,12820,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRH0:Bretagne,2020,12940,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRI1:Aquitaine,2020,13950,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRI2:Limousin,2020,4690,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRI3:Poitou-Charentes,2020,8610,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRJ1:Languedoc-Roussillon,2020,10130,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRJ2:Midi-Pyrénées,2020,16030,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRK1:Auvergne,2020,8370,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRK2:Rhône-Alpes,2020,13300,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRL0:Provence-Alpes-Côte d’Azur,2020,7210,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRM0:Corse,2020,1230,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRY1:Guadeloupe,2020,2490,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRY2:Martinique,2020,950,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRY3:Guyane,2020,2820,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRY4:La Réunion,2020,2790,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,FRY5:Mayotte,2020,1410,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HR:Croatia,2020,44870,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HR02:Panonska Hrvatska,2020,20310,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HR03:Jadranska Hrvatska,2020,10960,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HR05:Grad Zagreb,2020,530,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HR06:Sjeverna Hrvatska,2020,13070,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HU:Hungary,2020,81900,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HU11:Budapest,2020,750,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HU12:Pest,2020,5570,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HU21:Közép-Dunántúl,2020,7280,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HU22:Nyugat-Dunántúl,2020,7560,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HU23:Dél-Dunántúl,2020,9640,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HU31:Észak-Magyarország,2020,9020,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HU32:Észak-Alföld,2020,21340,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,HU33:Dél-Alföld,2020,20740,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,IE:Ireland,2020,48690,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,IE04:Northern and Western,2020,19760,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,IE05:Southern,2020,20280,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,IE06:Eastern and Midland,2020,8650,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,IS:Iceland,2020,700,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,IS00:Ísland,2020,700,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,IT:Italy,2020,307920,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ITC1:Piemonte,2020,17330,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ITC2:Valle d’Aosta/Vallée d’Aoste,2020,880,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ITC3:Liguria,2020,4050,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ITC4:Lombardia,2020,15310,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ITF1:Abruzzo,2020,11030,,
ESTAT:EF_M_AGE_SH(1.0),27/05/24 23:00:00,A:Annual,Y35-54:From 35 to 54 years,HLD:Holding,ITF2:Molise,2020,5240,,
